country;city
Japan;Tokyo
Japan;Osaka
France;Paris
Japan;Nagoya
Canada;Toronto
Japan;Yokohama
Canada;Montreal
Japan;Fukuoka
Canada;Vancouver
Japan;Sapporo
Japan;Kawasaki
Japan;Kobe
Japan;Kyoto
Japan;Saitama
Canada;Calgary
Japan;Hiroshima
Canada;Edmonton
Japan;Sendai
Canada;Ottawa
Canada;Winnipeg
Canada;Quebec City
Canada;Kitchener
Canada;Halifax
Canada;Victoria
Japan;Chiba
Japan;Setagaya
Japan;Kitakyushu
France;Marseille
Japan;Sakai
Japan;Niigata
Japan;Hamamatsu
Japan;Nerima
Japan;Ota-ku
Japan;Kumamoto
Japan;Sagamihara
Canada;Mississauga
Japan;Okayama
Japan;Edogawa
Japan;Adachi
Canada;Hamilton
Japan;Shizuoka
Japan;Honcho
Japan;Kawaguchi
Japan;Itabashi
Japan;Suginami-ku
Japan;Kagoshima
Canada;Brampton
Japan;Hachioji
Japan;Koto-ku
France;Lyon
Japan;Himeji
Japan;Utsunomiya
Canada;Surrey
Japan;Matsuyama
Japan;Ichikawa
Japan;Matsudo
Japan;Higashi-osaka
Japan;Nishinomiya-hama
France;Toulouse
Japan;Oita
Japan;Kurashiki
Japan;Katsushika-ku
Japan;Kanazawa
Japan;Fukuyama
Japan;Amagasaki
Japan;Fujisawa
Japan;Machida
Japan;Kashiwa
Japan;Shinagawa-ku
Japan;Aomori
Canada;Laval
Japan;Toyota
Japan;Takamatsu
Japan;Toyama
Japan;Toyonaka
Japan;Nagasaki
Japan;Hirakata
Japan;Gifu
Japan;Miyazaki
Japan;Minamisuita
Japan;Yokosuka
Japan;Okazaki
Canada;London
Japan;Ichinomiya
Japan;Toyohashi
Japan;Kita-ku
Japan;Takasaki
Japan;Nagano
Japan;Shinjuku
Japan;Nakano
Japan;Kawagoe
Japan;Wakayama
Japan;Nara
Japan;Koshigaya
Japan;Takatsuki
Japan;Tokorozawa
France;Nice
Japan;Otsu
Japan;Iwaki
Japan;Hirosaki
Japan;Maebashi
Japan;Asahikawa
Japan;Koriyama
Canada;Markham
Japan;Kochi
Japan;Naha
France;Nantes
Japan;Toshima
Japan;Yokkaichi
Japan;Kasugai
Canada;St. Catharines
Canada;Niagara Falls
Japan;Meguro
Canada;Vaughan
Japan;Oakashicho
Japan;Kurume
Japan;Akita
France;Montpellier
Japan;Sumida
Japan;Morioka
France;Strasbourg
Japan;Ibaraki
Japan;Fukushima
Canada;Gatineau
Canada;Windsor
Japan;Tsu
Japan;Minato
Japan;Fuchu
Japan;Mito
Japan;Ichihara
Japan;Yao
Japan;Nagaoka
Japan;Kakogawacho-honmachi
France;Bordeaux
Japan;Hiratsuka
Japan;Fukui
Japan;Soka
Japan;Bunkyo-ku
Japan;Tokushima
Japan;Shinozaki
Japan;Hakodate
Japan;Chofugaoka
Japan;Shibuya-ku
Japan;Chigasaki
Japan;Yato
Japan;Yamagata
Japan;Tsukuba-kenkyugakuen-toshi
Canada;Saskatoon
Japan;Fuji
Japan;Sasebo
France;Lille
Japan;Arakawa
Canada;Longueuil
Japan;Matsumoto
Japan;Neya
Japan;Saga
Canada;Burnaby
Japan;Kasukabe
Japan;Ageoshimo
Japan;Taito
Japan;Takarazuka
Japan;Atsugicho
Japan;Ota
France;Rennes
Japan;Hachinohe
Japan;Nishitokyo
Canada;Regina
Japan;Kure
Japan;Isesaki
Japan;Kodaira
Japan;Itami
Japan;Kamirenjaku
Japan;Nagareyama
Japan;Yachiyo
Japan;Matsue
Canada;Richmond
Japan;Higashi-Hiroshima
Japan;Hino
Japan;Suzuka
Canada;Richmond Hill
Japan;Kumagaya
Japan;Yamaguchi
Canada;Oakville
Japan;Anjomachi
Japan;Odawara
Japan;Kishiwada
Japan;Numazu
Japan;Tachikawa
Japan;Kofu
Japan;Tottori
Japan;Joetsu
France;Reims
Japan;Toyokawa
Japan;Chuo-ku
Japan;Narashino
Canada;Burlington
Japan;Uji
France;Toulon
Japan;Urayasu
Japan;Kamakurayama
France;Saint-Etienne
Japan;Hitachi
France;Le Havre
Canada;Barrie
Japan;Izumo
Japan;Niiza
Japan;Sakura
Japan;Tomakomai
Japan;Nishio
Japan;Oyama
Japan;Iwata
Japan;Takaoka
France;Grenoble
Canada;Oshawa
Japan;Obihiro
Japan;Hadano
Japan;Kushiro
Japan;Ube
Japan;Musashino
Canada;Sherbrooke
France;Villeurbanne
France;Dijon
Japan;Miyakonojo
Japan;Higashimurayama
Japan;Ogaki
Japan;Matsuzaka
France;Angers
Japan;Kariya
Japan;Hitachi-Naka
Japan;Tama
Japan;Tochigi
Japan;Noda
Japan;Ueda
Japan;Moriguchi
Japan;Kawashiri
Japan;Kukichuo
Japan;Asaka
Japan;Sayama
France;Nimes
Japan;Komaki
Japan;Toda
France;Clermont-Ferrand
Japan;Imabari
Japan;Iruma
Japan;Yonago
Japan;Misato
France;Le Mans
Japan;Kusatsu
Japan;Kakamigahara
Japan;Okinawa
Canada;Saguenay
France;Aix-en-Provence
Japan;Ashikaga
Canada;Levis
France;Brest
Japan;Fukayacho
Canada;Kelowna
France;Boulogne-Billancourt
Japan;Fujita
Canada;Abbotsford
Japan;Kokubunji
Japan;Ebina
France;Tours
Japan;Kuwana
Japan;Mino
Japan;Koga
Canada;Coquitlam
Japan;Ishizaki
Japan;Tsuchiura
Japan;Koganei
Japan;Zama
Japan;Shunan
Japan;Kisarazu
Japan;Yaizu
Japan;Inazawa
France;Amiens
Canada;Trois-Rivieres
Japan;Isahaya
Japan;Ome
Japan;Abiko
France;Limoges
Canada;Guelph
Japan;Narita
Japan;Onomichi
France;Annecy
Canada;Cambridge
Japan;Iwakuni
Japan;Seto
Canada;Whitby
Japan;Kadoma
Japan;Omiyacho
Japan;Osaki
Japan;Iizuka
Japan;Honcho
Japan;Daitocho
Japan;Matsubara
Japan;Kirishima
Japan;Uruma
France;Montreuil
Japan;Ise
Japan;Honmachi
Japan;Kashiwara
Japan;Urasoe
Japan;Tsuruoka
France;Saint-Denis
France;Perpignan
France;Orleans
Japan;Ebetsu
Japan;Fujimino
Japan;Handa
France;Besancon
Canada;Ajax
France;Metz
Japan;Kasuga
Japan;Akishima
Japan;Konosu
Japan;Ikoma
Japan;Aizuwakamatsu
Japan;Nobeoka
Canada;Langley
Japan;Beppu
Japan;Shibuya
France;Argenteuil
France;Rouen
Japan;Karatsu
Japan;Fujimi
Japan;Nasushiobara
Japan;Tokai
Japan;Koencho
Japan;Niihama
Japan;Sano
Japan;Hatsukaichi
Japan;Kamagaya
Japan;Kakegawa
Canada;Saanich
Japan;Nagahama
France;Mulhouse
Japan;Hofu
Japan;Hikone
Japan;Otaru
Japan;Higashiomi
Japan;Oshu
Japan;Habikino
Japan;Ichinoseki
France;Nancy
Canada;Terrebonne
Japan;Tondabayashicho
Japan;Kazo
Japan;Omuta
Japan;Shirayamamachi
Japan;Marugame
Canada;Milton
Japan;Sandacho
France;Caen
Japan;Mineshita
Japan;Ikeda
Canada;St. John's
Canada;Moncton
Japan;Tajimi
Canada;Thunder Bay
France;Courbevoic
Canada;Dieppe
Japan;Komatsu
Japan;Kiryu
France;Roubaix
Japan;Toride
Japan;Onojo
Canada;Waterloo
France;Nanterre
Japan;Inzai
Japan;Chikushino
Japan;Ginowan
Japan;Saijo
Japan;Isehara
France;Tourcoing
Japan;Sakado
France;Vitry-sur-Seine
Canada;Delta
Canada;Chatham
Japan;Kawachinagano
Japan;Kanoya
Japan;Konan
Canada;Red Deer
France;Creteil
Canada;Kamloops
Japan;Ashiya
France;Aubervilliers
Japan;Yashio
Japan;Inagi
Japan;Komae
France;Colombes
France;Levallois-Perret
Japan;Yotsukaido
Japan;Nisshin
Japan;Obu
Japan;Settsu
Japan;Wako
France;Aulnay-sous-Bois
Japan;Ama
France;Poitiers
Japan;Kitanagoya
Japan;Higashiyamato
Japan;Takasagocho-takasemachi
Japan;Warabi
France;Versailles
Japan;Ayase
France;Clichy
France;Issy-les-Moulineaux
Japan;Owariasahi
Japan;Nagaoka
Japan;Kunitachi
Canada;Newmarket
France;Champigny-sur-Marne
Japan;Shinkai
France;Rueil-Malmaison
Japan;Kiyose
Canada;White Rock
France;Saint-Maur-des-Fosses
Japan;Kashiba
France;Drancy
Japan;Izumiotsu
Japan;Katano
France;La Rochelle
France;Pau
France;Cannes
France;Montrouge
Japan;Okegawa
Japan;Joyo
Japan;Chiryu
Japan;Musashimurayama
France;Antibes
France;Vincennes
France;Calais
Japan;Kiyosu
Japan;Dazaifu
Japan;Hekinan
Japan;Yoshikawa
Japan;Tsurugashima
France;Ivry-sur-Seine
France;Neuilly-sur-Seine
France;Noisy-le-Grand
Japan;Yawata-shimizui
Japan;Chiyoda-ku
Japan;Toyoake
France;Cergy
France;Ajaccio
France;Venissieux
Japan;Hatogaya-honcho
Canada;New Westminster
France;Pantin
Japan;Fujiidera
Japan;Kashiwara
France;Antony
Japan;Kitamoto
Japan;Tomigusuku
France;Epinay-sur-Seine
France;Troyes
France;Maisons-Alfort
France;Sarcelles
France;La Seyne-sur-Mer
Japan;Nagakute
France;Villejuif
Japan;Tagajo
Japan;Yamatotakada
France;Le Blanc-Mesnil
France;Bondy
Japan;Hasuda
Japan;Osakasayama
Japan;Mukocho
Japan;Tsushima
France;Cherbourg
France;Suresnes
France;Saint-Ouen
Japan;Fussa
France;Bobigny
France;Chambery
France;Fontenay-sous-Bois
Japan;Koja
Japan;Nonoichi
Japan;Takaishi
France;Puteaux
France;Lorient
Japan;Zushi
France;Evry
France;Alfortville
Japan;Hamura
France;Meaux
France;Clamart
France;Chelles
Canada;Port Coquitlam
France;Sartrouville
France;Sevran
Japan;Shijonawate
France;Saint-Quentin
Japan;Fuchu
France;Massy
France;Corbeil-Essonnes
Japan;Shiogama
France;Choisy-le-Roi
France;Cagnes-sur-Mer
Japan;Shiraoka
France;Rosny-sous-Bois
France;Bayonne
France;Vaulx-en-Velin
France;Noisy-le-Sec
Japan;Iwakura
Japan;Takahama
Japan;Suzukawa
France;La Garenne-Colombes
France;Gennevilliers
Japan;Kasuya
France;Livry-Gargan
France;Garges-les-Gonesse
France;Bagneux
France;Bastia
France;Meudon
France;La Courneuve
France;Belfort
Canada;Dollard-des-Ormeaux
France;Bagnolet
France;Chatillon
France;Mantes-la-Jolie
Japan;Inuma
France;Malakoff
France;Talence
France;Chalon-sur-Saone
France;Charenton-le-Pont
France;Caluire-et-Cuire
France;Le Cannet
France;Valenciennes
Japan;Togo
France;Bron
France;Bois-Colombes
France;Saint-Brieuc
Japan;Kumatori
France;Vanves
France;Stains
France;Boulogne-sur-Mer
France;Reze
France;Gagny
France;Tarbes
France;Arras
France;Melun
France;Nogent-sur-Marne
Canada;Duncan
Japan;Katsuren-haebaru
Japan;Oizumi
France;Wattrelos
France;Le Kremlin-Bicetre
France;Annemasse
France;Franconville
France;Saint-Martin-d'Heres
France;Le Perreux-Sur-Marne
France;Le Pre-Saint-Gervais
France;Cachan
Japan;Nakama
France;Savigny-sur-Orge
France;Douai
France;Echirolles
France;Marcq-en-Baroeul
France;Poissy
Japan;Miyoshidai
France;Neuilly-sur-Marne
France;Villepinte
France;Chartres
France;Villefranche-sur-Saone
Japan;Kanie
France;Sainte-Genevieve-des-Bois
France;Pierrefitte-sur-Seine
France;Houilles
France;Les Lilas
France;Chatenay-Malabry
France;L'Hay-les-Roses
France;Conflans-Sainte-Honorine
France;Athis-Mons
France;Creil
France;Palaiseau
France;Villeneuve-Saint-Georges
France;Le Plessis-Robinson
France;Bezons
Japan;Oharu
Japan;Harima
Japan;Aizumi
France;Villemomble
France;Thonon-les-Bains
France;Schiltigheim
Japan;Fuso
France;Saint-Mande
Japan;Nishihara
France;Romainville
France;Clichy-sous-Bois
France;Chatou
France;Fresnes
Japan;Minamishiro
France;Roanne
France;Ermont
France;Agen
France;Pontoise
France;Viry-Chatillon
France;Les Mureaux
Japan;Koryo
France;Fontenay-aux-Roses
France;Montigny-le-Bretonneux
France;Villiers-sur-Marne
France;Vigneux-sur-Seine
France;Gentilly
France;Trappes
France;Thiais
France;Lens
France;Le Chesnay
France;Grigny
France;Saint-Cloud
France;Goussainville
France;Vandoeuvre-les-Nancy
France;Perigueux
France;Ris-Orangis
France;Sotteville-les-Rouen
France;Lievin
France;Begles
France;Oullins
France;Rillieux-la-Pape
Canada;Cote-Saint-Luc
France;Menton
France;Aix-les-Bains
France;Yerres
France;Savigny-le-Temple
France;Montfermeil
France;Les Pavillons-sous-Bois
France;Sannois
Japan;Kaita
France;Bourg-la-Reine
France;Villiers-le-Bel
France;Lambersart
France;Limeil-Brevannes
France;Guyancourt
France;Villeneuve-la-Garenne
France;Saint-Laurent-du-Var
France;Arcueil
France;Lomme
France;Dieppe
France;Soissons
France;Eaubonne
Japan;Ninomiya
Japan;Mizumaki
Japan;Chatan
France;Cenon
France;Saint-Sebastien-sur-Loire
France;La Madeleine
France;Villeparisis
France;Sucy-en-Brie
France;Saint-Gratien
France;Sevres
France;Brunoy
France;Vallauris
France;Taverny
France;Vichy
France;Champs-Sur-Marne
Japan;Ginan
France;Bussy-Saint-Georges
France;Armentieres
France;Elancourt
France;Le Bouscat
France;Mons-en-Baroeul
France;Alencon
France;Le Grand-Quevilly
France;Deuil-la-Barre
France;Joinville-le-Pont
France;Bethune
France;Biarritz
France;Cormeilles-en-Parisis
France;Orly
France;Le Petit-Quevilly
Japan;Oji
France;Maisons-Laffitte
France;Neuilly-Plaisance
France;Montigny-les-Cormeilles
France;Chaville
France;Rodez
France;Fontaine
France;Lormont
France;Eysines
France;Torcy
Canada;Sainte-Therese
Japan;Sanga
France;Montgeron
France;Croix
France;Montmorency
France;Loos
France;Sainte-Foy-les-Lyon
France;Morsang-sur-Orge
France;Longjumeau
France;Tassin-la-Demi-Lune
Japan;Kitajima
France;Velizy-Villacoublay
France;Sceaux
France;Le Mee-sur-Seine
France;Montigny-les-Metz
France;Herouville-Saint-Clair
France;Le Plessis-Trevise
France;Juvisy-sur-Orge
Japan;Kasamatsucho
Japan;Kanmaki
France;Chevilly-Larue
France;Saint-Pol-sur-Mer
France;La Celle-Saint-Cloud
France;Garches
France;Dammarie-le-Lys
France;Hellemmes-Lille
France;Le Bourget
France;Mantes-la-Ville
France;Saint-Maurice
France;Villeneuve-le-Roi
France;Saint-Michel-sur-Orge
Japan;Yonabaru
France;Wasquehal
France;Chilly-Mazarin
France;Acheres
France;Coudekerque-Branche
France;Fleury-les-Aubrais
Japan;Showa
France;Ronchin
France;Nogent-sur-Oise
France;Montereau-faut-Yonne
France;Soisy-sous-Montmorency
France;Saint-Cyr-l'Ecole
France;Saint-Fons
France;Lingolsheim
France;Cran-Gevrier
France;Faches-Thumesnil
France;Eragny
France;Bry-sur-Marne
Canada;Saint-Lambert
Japan;Kitagata
France;Moulins
France;Chamalieres
France;Mont-Saint-Aignan
France;Chennevieres-sur-Marne
France;Le Pecq
France;Vaureal
France;Bonneuil-sur-Marne
France;Le Raincy
Japan;Utazu
France;Viroflay
France;Bischheim
Japan;Tadaoka-higashi
France;Ecully
France;Les Clayes-sous-Bois
France;Maurepas
Canada;Kirkland
France;Floirac
Canada;Westmount
France;Lons-le-Saunier
Canada;Mont-Royal
France;Arnouville-les-Gonesse
France;Noisiel
France;Saint-Jean-de-la-Ruelle
Japan;Kawai
France;Le Vesinet
France;Montmagny
France;Hendaye
France;Saint-Leu-la-Foret
France;Marly-le-Roi
Japan;Oyamazaki
France;Jouy-le-Moutier
France;Carrieres-sous-Poissy
France;Lognes
France;Beausoleil
Japan;Toyoyama
France;Montargis
Canada;Sainte-Marthe-sur-le-Lac
France;Bois-d'Arcy
France;Carrieres-sur-Seine
France;Luce
France;Enghien-les-Bains
Canada;Esquimalt
France;Valenton
France;Lys-les-Lannoy
France;Haubourdin
Canada;Deux-Montagnes
France;Longwy
France;Saint-Brice-sous-Foret
France;Avon
France;Rive-de-Gier
France;Wattignies
France;Saint-Andre
France;Montesson
France;Anzin
Canada;L'Ancienne-Lorette
France;Ramonville-Saint-Agne
France;Courcouronnes
France;Mouvaux
France;Morangis
France;Fleury-Merogis
France;Persan
France;Fontenay-le-Fleury
France;Auray
France;Epinay-sous-Senart
France;Vaires-sur-Marne
France;Voisins-le-Bretonneux
France;Arpajon
France;Billere
France;Saint-Max
France;Montevrain
France;Saint-Andre-les-Vergers
Canada;Pincourt
France;Stiring-Wendel
France;Hoenheim
France;Ville-d'Avray
France;Talant
France;Deville-les-Rouen
France;Epinay-sur-Orge
France;Craponne
France;Dugny
France;Beaumont
France;Ormesson-sur-Marne
France;Chanteloup-les-Vignes
France;Maromme
France;Montigny-en-Gohelle
France;Jarville-la-Malgrange
France;Crosne
France;Gaillard
France;Caudebec-les-Elbeuf
France;Pierre-Benite
France;Tinqueux
France;L'Ile-Saint-Denis
France;Avranches
France;Marquette-les-Lille
France;Fosses
France;Croissy-sur-Seine
France;Igny
France;Sallaumines
France;Eybens
France;Neuville-les-Dieppe
France;Bougival
France;Ferney-Voltaire
France;Bures-sur-Yvette
Canada;Sidney
France;Bihorel
France;Le Plessis-Bouchard
France;Beauchamp
France;Le Portel
France;Vaucresson
France;Groslay
France;Ambilly
France;Evian-les-Bains
France;Perenchies
France;Billy-Montigny
France;Ablon-sur-Seine
France;Gournay-sur-Marne
France;Meythet
France;Aucamville
France;Sainte-Adresse
France;Boussy-Saint-Antoine
France;Terrenoire
France;Carbon-Blanc
France;La Verriere
France;La Ville-du-Bois
France;Fontaines-sur-Saone
France;Villemoisson-sur-Orge
France;La Mulatiere
France;Montlhery
France;Talange
France;Huningue
Canada;Bois-des-Filion
France;Sathonay-Camp
France;Le Port-Marly
France;Beuvrages
France;Guingamp
France;Grenay
France;Joeuf
France;Palavas-les-Flots
France;Esbly
France;Pont-de-Cheruy
France;Champagne-au-Mont-d'Or
Canada;Hampstead
Canada;Charlemagne
Canada;L'Epiphanie
Canada;Montreal-Ouest
Japan;Izumisano
Japan;Kani
Japan;Chikusei
Japan;Tsuyama
Japan;Sakata
Japan;Itoshima
Japan;Saku
Japan;Chitose
Japan;Munakata
Canada;Brantford
Japan;Iida
Japan;Omura
Japan;Kamisu
Japan;Shimada
Japan;Kanuma
Japan;Shibata
Canada;Cape Breton
Japan;Azumino
Japan;Sanjo
Japan;Higashi-Matsuyama
France;Avignon
Japan;Hanamaki Onsen
Canada;Lethbridge
Japan;Kitakami
Canada;Saint-Jean-sur-Richelieu
Canada;Clarington
Japan;Satsumasendai
Canada;Pickering
Japan;Imizucho
Canada;Nanaimo
Japan;Mihara
France;Dunkerque
Japan;Koka
Japan;Sakai
Canada;Sudbury
Japan;Fukuroi
Japan;Mobara
Japan;Gotenba
Japan;Kameoka
Japan;Kaizuka
Japan;Iga
Japan;Kitakoriyamacho
Japan;Ushiku
Canada;North Vancouver
Japan;Sekimachi
Canada;Brossard
Japan;Chita
Japan;Takayama
Japan;Moriyama
Canada;Repentigny
Japan;Yokotemachi
Canada;Chilliwack
Japan;Nakatsu
Japan;Omihachiman
Japan;Muroran
Japan;Shikokuchuo
Canada;Maple Ridge
Canada;Peterborough
Japan;Kimitsu
Japan;Kashiwazaki
Japan;Yonezawa
Japan;Gamagori
Japan;Akiruno
Japan;Echizen
Japan;Natori-shi
Japan;Gyoda
Japan;Hanno
Japan;Iwamizawa
Japan;Mooka
Japan;Maizuru
Japan;Kizugawa
France;Beziers
Japan;Honjo
Japan;Tsubame
Japan;Toyooka
Japan;Nikko
Japan;Ryugasaki
Japan;Aira
Japan;Nabari
Japan;Kai
Japan;Toyomamachi-teraike
Japan;Daisen
Japan;Fukuchiyama
Japan;Tosu
Japan;Kyotanabe
Japan;Nakatsugawa
Canada;Kawartha Lakes
Japan;Sasagawa
Japan;Tatebayashi
Japan;Amakusa
Japan;Miki
Japan;Tatsunocho-tominaga
Canada;Prince George
Japan;Yurihonjo
Japan;Inuyama
Japan;Kasama
Japan;Shibukawa
Canada;Sault Ste. Marie
Japan;Otawara
France;Merignac
Japan;Ishioka
France;Saint-Nazaire
Japan;Yukuhashi
Japan;Katori
Canada;Sarnia
Canada;Wood Buffalo
Japan;Moriya
Japan;Ritto
Canada;Chateauguay
Japan;Eniwa
Japan;Minami-Alps
Japan;Uwajima
France;Colmar
Canada;Saint-Jerome
Japan;Anan
Japan;Sabae
Japan;Tanabe
Japan;Soja
Japan;Odate
Canada;Drummondville
Japan;Fuefuki
Japan;Kashima
Canada;Saint John
Japan;Hashima
Japan;Yachimata
Japan;Fukutsu
Japan;Saiki
Canada;Caledon
France;Valence
Japan;Shiojiri
France;Pessac
Japan;Ina
France;Bourges
Canada;St. Albert
Japan;Ito
Japan;Yanagawa
Japan;Miyoshi
Japan;Sodegaura
Japan;Tamana
Japan;Tenri
Japan;Asahi
Japan;Tsuruga
France;Quimper
Japan;Kurihara
Canada;Granby
Japan;Shiroi
Japan;Nago
Canada;Medicine Hat
Japan;Kaga
Canada;Grande Prairie
Japan;Koshizuka
Japan;Fujioka
